#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13
-1,9,4,1,0,1,0,2,1,228323,,4417,127,4659,0.5,652,1156,1,2,6,4689,7429,12.3333,,469,,0,182,842079,87683,299,71943,1233,120,8481,3149,5472,253,1319
-1,8,5,2.25,1,1,1,1,1,390,,18312,1604,38,0.666667,454,1132,1,1,8,32708,30997,1,108,,2637,39132,65,21,34487,28,2431,179,114437,174022,358095,216243,17620,241266
-1,3,10,2,1,2,1,1,1,57258,,20249,6215,40302,2.75,234,467,0,1,3,50235,14559,4.5,210,931,19881.3,16,10,24,5,812,9,9,49306,120881,16,21996,37008,11371
-1,9,4,2,1,2,0,1,2,2482,,18570,1670,68,0.5,557,509,1,2,9,61613,65806,,,717,1987,0,87720,14339,8843,63,8580,57,1371,1539,4223,10066,4315,15890
-1,6,7,5.33333,1,9,0,14,2,31717,,41913,1461,37,1.14286,451,600,0,2,6,104900,31954,55,,794.333,3162.5,122036,197929,19893,4054,339585,30376,4281,86,7063,8,11,178,8001
-1,0,13,,2,,2,,2,24,,,953,,14,991,0,3,,0,,,3.5,269.75,905.5,2562.33,4552,1489,297,808,28,145,31,21,1213,711,672,26,17
-1,0,13,,1,,3,,1,88413,,,14947,,14,300,0,0,,0,,,27,145.5,691,31982.5,1452,62,43,3,6,991,10097,46744,770,75516,5,5,1562
-1,1,12,8,7,2,19,0,4,827,,5797,6215,2,6.5,844,674,0,0,1,35018,3038,,,1288.67,8063,4357,10372,11246,34,6509,590,16,9,1516,11625,8576,20489,16517
-1,3,10,1.33333,1,1,1,1,1,88948,,18596,375,21,2.75,392,875,1,0,3,27227,27227,15.5,215.25,829,,6,60440,40375,40723,1138,31621,1340,209379,2230,55111,68,1498,9
-1,13,0,1.38462,,0,,1,,,,28296,,289,0.0714286,0,1232,,2,12,43578,57621,,,,,3,49630,7159,1155,8601,38543,327,5410,3341,8393,3181,286,4343
-1,13,0,1.30769,,1,,2,,,,22249,,7732,0.0714286,0,915,,2,12,28283,29159,,,,,0,5041,2766,134,123,757,49,102,89,5848,4263,41,1466
-1,0,13,,1,,1,,1,18,,,888,,14,469,0,0,,0,,,31.25,221.75,800,4068.5,8,31,35,7,34,8,30,504,21,4,406,17,246
-1,7,6,1.57143,1,1,1,1,1,4774,,18889,1592,735,0.875,523,580,0,1,6,36938,36798,,413,856,2475.67,3,69420,4362,5411,1461,5010,790,12834,3210,116565,14505,18239,18
-1,11,2,2.81818,1,1,1,1,1,15990,,8747,195,3218,0.25,161,425,0,1,11,36149,1949,,195,,,539,544676,32415,18960,242406,2807,17076,26206,30709,1,519,1269,62488
-1,13,0,1.76923,,2,,2,,,,18104,,16709,0.0714286,0,587,,1,13,23598,20192,,,,,1,9769,6139,71,25460,7425,54255,34562,127456,12216,36,52440,102169
-1,9,4,2.44444,0,0,0,1,1,37740,,6151,27,1959,0.5,270,3355,0,1,9,12384,6536,26.5,,,,7,1004,2130,552,140,640,666,6268,4703,1,1018,1887,9607
-1,2,11,2.5,1,1,1,1,1,148112,,10832,233,31,4,496,922,0,0,2,20858,20858,16.8,191.5,855.5,,18,5851,4041,16119,14,24225,15163,13733,4,29012,8,1016,7742
-1,1,12,2,1,3,2,0,1,316,,6917,690,5,6.5,802,587,2,0,1,11844,11844,18.6667,95,793.833,3276,142343,263788,57836,17,6,19,32,1243,79,2326,301,6088,835
-1,2,11,3,1,1,1,0,1,10755,,42409,5532,8,4,998,903,0,2,2,110809,99655,11.6667,149,1048,29715.5,65,2778,872,137,55,242,1491,155,2062,104,184,153,371
-1,8,5,2.125,4,2,5,3,1,1331,,20109,3742,357,0.666667,299,769,0,1,8,33207,23683,,,,3742.2,64873,17170,2576,23335,2946,1153,3192,1451,4467,2425,7352,13,1438
-1,1,12,3,1,0,1,0,1,26810,,1936,11448,19,6.5,547,1104,1,0,1,5066,388,32,145.5,898.667,26865.4,8,13,4484,8501,4314,8978,1006177,239444,5,5,5,3,3
-1,1,12,2,2,0,2,0,2,188,,63071,5721,6,6.5,296,269,1,1,1,120759,120759,8,,1016.4,10594,9936,16239,1263,1531,66,969,10079,51,114,248,47477,342637,83226
-1,6,7,2.5,1,2,1,2,1,6471,,11120,3155,112783,1.14286,760,649,0,3,6,18489,8784,,234,751.667,9682.5,15,63755,32,2530,37125,131284,2949,241704,228,11231,8,252349,27488
-1,7,6,1.71429,2,3,2,2,1,13005,,7646,1598,166,0.875,227,712,0,0,7,11819,6090,3,,658.5,6949,7,570191,2489,1088,5125,18058,84,25392,30609,6238,37068,119932,30407
-1,6,7,1.83333,0,1,1,1,1,11,,67500,1947,981,1.14286,369,442,1,0,6,74189,76215,1,189,1105.33,5060,0,18569,70095,57579,9511,566,725,1378,1445,749,12,119,408
-1,12,1,1.33333,0,1,0,1,1,4,,7009,733,5680,0.153846,186,1053,0,1,11,9413,7695,,,733,,0,36732,124,6112,3094,80625,19448,54866,281268,2657,106452,8677,80603
-1,3,10,4,3,5,3,1,3,287,,7202,5255,19,2.75,872,1018,0,0,3,24077,2083,,,908,6342.12,4656,16879,10473,1108,7508,35731,3,152,171,87,1042,1964,210
-1,0,13,,1,,1,,1,18243,,,6028,,14,1003,0,0,,0,,,,,973.4,9186.75,14380,2,1480,37,10,5,12,4422,3025,7,12797,16,15684
-1,10,3,2.1,1,1,1,1,1,94257,,3678,192,844,0.363636,544,960,0,1,9,8516,3494,,191.667,,,18710,1487,5473,46278,74552,137322,81833,1232,8465,71970,2892,109,15011
-1,0,13,,1,,0,,1,34,,,583,,14,702,0,1,,0,,,27.75,209.5,851.25,3223,8,168580,38,6,26,31,5,1062,13,47,11,73,72
-1,12,1,2.08333,0,1,0,2,1,5,,5268,97,6810,0.153846,39,3547,1,2,12,13131,10712,,97,,,482,354,59,51,213,40,785,345,247,22,20,80,1202
-1,5,8,1.8,1,0,1,1,1,12,,20353,167,722,1.5,231,800,1,2,5,35866,6222,25,285.5,638,,0,2538,918,47,9,144,1350,598,52,2892,2597,12370,911
-1,9,4,1.22222,2,1,1,1,1,3285,,10205,964,124,0.5,675,782,1,0,8,18244,17921,,106,1250,,0,47390,1552,8489,16,8784,323813,13233,34561,13229,10928,159931,37
-1,0,13,,1,,1,,1,4756,,,1682,,14,1748,0,3,,0,,,7.75,122.333,1001.67,6154.33,14,11054,9,6,263,352,9,821,4460,9,1646,331,800
-1,2,11,4,1,7,2,2,2,2430,,8686,493,8561,4,431,515,1,1,2,19164,,33,192.333,1058,,8696,11535,12,21,942,424,4184,1522,1191,11355,6383,20100,13876
-1,12,1,1.16667,0,0,0,1,1,1609,,3981,62,7580,0.153846,144,723,0,1,8,4159,2568,62,,,,85,441177,951,27,13124,30275,50206,10025,240,8701,1070,370,1239
-1,0,13,,1,,1,,1,1066,,,1753,,14,348,0,2,,0,,,15.25,300,588.5,6784.67,46,17707,19984,3,3298,4192,9549,4438,3,6968,3573,1324,2928
-1,3,10,2,0,2,0,0,1,16583,,19633,3910,7,2.75,200,381,1,1,3,35713,35713,8.75,191,716,12657,17828,1073,258,1140,250785,100955,230054,31730,3119,5,7,18,5747
-1,3,10,0.666667,3,2,4,1,2,293045,,694,1680,691,2.75,551,1730,1,1,2,694,1208,16,413.5,761,5987.5,88,35652,1393,9,89496,122467,43,28296,59380,497,11,21120,25662
-1,0,13,,1,,1,,1,2958,,,4514,,14,420,0,1,,0,,,14.5,371.5,1116.4,13082.2,31,82,133,74,7,12,203,9,190,31,611,8,21
-1,13,0,2.38462,,6,,5,,,,14011,,313,0.0714286,0,1080,,3,13,24807,16090,,,,,8,145879,25598,14218,19060,17222,28566,126419,30709,8693,6990,40255,312
-1,1,12,5,0,3,0,0,1,11,,1961,308,70,6.5,359,3451,0,6,1,4805,,31,146,747,,13,215,13,19,1387,1268,214,29,10,6,68,11,964
-1,13,0,1.61538,,0,,1,,,,5701,,139,0.0714286,0,1490,,1,12,12490,4051,,,,,17,248940,2068,1031,1443,6205,772,3181,67,1328,68,1413,2807
-1,1,12,0,1,1,1,0,1,46,,,338,,6.5,380,2477,2,6,0,,,24.3333,162.6,791,,585645,57,10,1163,320,4215,1221,300,3896,5801,10,4307,6
-1,5,8,5,4,6,4,2,3,25186,,28584,2697,9,1.5,411,1674,2,0,5,62255,23782,6,142.5,,4646.75,15,1140,70,55,14534,751,313,13,4,164,74,898,163
-1,9,4,1.22222,1,2,1,2,1,22,,12383,563,302,0.5,350,1030,2,2,7,19062,13661,1,280,,1689,0,408792,31738,249464,156515,674,11,937,121,1198,66,4,8701
-1,10,3,1.3,0,0,0,0,1,7946,,3986,59,23282,0.363636,267,2725,0,1,7,9966,3576,29,118,,,1294,1249,17927,22585,4,8520,123,2889,5844,1520,7294,1354,50411
-1,0,13,,1,,2,,1,18536,,,615,,14,286,0,1,,0,,,27.75,216.667,822.75,1974,2,5713,22,6,4,7,30,4,11,3,12,6,8
-1,7,6,5.57143,1,12,1,18,2,7671,,26333,4089,21,0.875,581,1664,1,0,7,56981,25966,,133,1037.5,14148,212,1364,52,8653,1344,4343,2851,7078,4432,30450,282091,1194,61926
-1,2,11,4.5,3,6,5,2,2,18962,,6882,1627,6,4,448,979,1,1,2,29026,2215,,122.5,981.75,3490.67,51,748,1818,11093,6004,252,1215,204,1445,3,1326,4083,5862
-1,7,6,1.85714,1,1,1,0,2,85679,,11911,583,19383,0.875,266,867,0,2,7,28285,31031,17,378,736,1971,20,60186,4373,39162,405,854,12,5,8,89852,34061,341,1038
-1,0,13,,2,,2,,2,115365,,,3530,,14,1169,0,1,,0,,,5,199,591,8935.2,12,247,402,35,6764,2526,308,20001,7339,9735,7626,92303,11536
-1,12,1,1,0,1,0,1,1,45,,2380,542,12179,0.153846,232,1271,0,1,7,3864,1777,,,542,,18774,31635,26475,254224,9356,10579,769,12169,109,10836,7764,9637,48904
-1,9,4,1.66667,0,1,0,1,1,19534,,5851,182,51376,0.5,785,972,1,3,8,9978,10667,,181.75,,,230407,45565,13564,36,22004,19718,1737,28,5437,66566,24207,10179,1348
-1,11,2,2.81818,1,1,2,2,2,85,,16031,2065,61,0.25,1022,813,1,1,11,52355,62079,,149,,3980,5,346,20826,10202,127643,6350,6985,681,5287,65419,14509,76652,4715
-1,10,3,3,1,3,1,4,2,18712,,22326,184,12,0.363636,729,1313,2,2,10,36327,26295,,184,,,5417,203161,38,4444,17123,11491,40655,41558,54978,1068,11535,1326,9044
-1,2,11,0.5,1,0,1,0,1,211982,,3511,7590,461,4,721,1286,1,6,1,3511,,33.5,313.5,595,20251.8,0,55384,58304,148,33315,122221,92575,146009,26,27715,24203,730,32163
-1,0,13,,1,,1,,1,961,,,155,,14,629,0,1,,0,,,18.3333,136.5,1080,,367006,43355,6201,29847,1044,2826,190,3069,1344,29,10173,9254,23913
-1,0,13,,1,,1,,1,53401,,,1484,,14,645,0,1,,0,,,2,331.667,763.4,6497,0,115240,85305,5999,32,13,7460,42,934,3086,101,29,7
-1,3,10,0.666667,1,0,1,0,1,202866,,6808,930,249,2.75,879,1197,2,2,2,6808,6808,39.3333,207.5,949.5,4971,34356,353603,119558,145,204,925,57,1881,13044,20130,1530,16655,310
-1,13,0,2.07692,,1,,1,,,,29419,,774,0.0714286,0,702,,3,12,45874,28417,,,,,8,2552,3040,3210,19911,374,61,22732,5479,1625,1275,145,7429
-1,0,13,,3,,3,,2,560,,,6070,,14,340,0,1,,0,,,,127.5,1102.67,9897,14348,15890,40,12,2054,1386,25579,244464,3350,25481,20352,3968,20245
-1,13,0,1.61538,,0,,1,,,,22758,,260,0.0714286,0,1122,,1,12,26230,31436,,,,,0,77,1359,124,1558,6949,4257,53,60,5886,1422,1519,1540
-1,11,2,1.36364,2,1,2,1,1,147,,8541,301,17,0.25,456,418,1,0,10,9173,10547,,301,,,0,1455,1121,7390,1315,309,6819,192,1401,9956,1881,5649,24607
-1,13,0,1.46154,,1,,1,,,,12950,,101892,0.0714286,0,818,,0,13,18081,16891,,,,,0,1147,3049,5877,2654,1297,461,85,1220,1625,7214,39010,32548
-1,7,6,3.57143,3,6,3,6,2,1113,,5197,688,13,0.875,537,623,1,0,7,11681,4460,35,71,472,3478,0,2803,1427,3423,2072,17,1417,259,8413,346,12561,3330,3954
-1,10,3,1.5,0,0,0,0,1,271720,,24471,1938,14026,0.363636,329,511,0,1,10,27492,23283,,,1424.5,2964,134,22351,4526,584,5411,14703,5786,94,4257,9703,1800,2268,728
-1,2,11,5,2,0,3,0,2,366,,2569,4974,30,4,404,601,0,0,2,6723,492,,418,841.5,14757,501,2677,9,1546,1310,225,199,1112,2674,324,1316,2652,35847
-1,4,9,1.5,1,2,1,1,2,3750,,6954,371,210639,2,464,1208,0,0,4,12313,12849,48.5,168,487,1919,486847,4,47636,892,119801,4910,4,3,14301,83,767,12,589
-1,12,1,2.25,0,0,0,1,1,22,,43347,496,8,0.153846,464,379,2,1,12,84515,31781,,,496,,0,743,758,58,141,121,1059,1740,360,22,2464,7722,112
-1,1,12,1,1,0,1,0,1,147646,,3289,6822,30,6.5,959,1068,2,0,1,3289,3289,15,130.5,690,26560,16821,586,3095,262,1069,1013,368,355,108,660,3,155,527
-1,10,3,1.7,0,1,0,1,2,156989,,13699,1574,356,0.363636,185,225,1,1,10,18275,6641,1,,1017,3703,55,9900,18841,2888,8473,91,1486,176,9824,1399,6170,9619,16090
-1,5,8,2.4,2,1,4,1,2,2601,,6072,376,75,1.5,712,1626,1,1,5,6441,5841,24,278.5,923,,32,1205,13,42685,33,87566,51015,7225,13043,414,49344,940,1290
-1,5,8,2.2,3,4,3,1,2,233779,,1697,1277,198,1.5,693,1823,1,1,5,2542,1796,67,329.333,1006.5,3575,7,67,10,4980,1222,3945,43,3123,98,21115,1331,7653,2936
-1,10,3,1.4,0,1,0,1,1,1589,,5432,335,7636,0.363636,481,653,1,1,8,8705,20735,,154,698,,29010,473765,117151,41787,4552,2192,6,336,28506,31358,292,9769,27650
-1,0,13,,0,,1,,1,550,,,301,,14,388,0,1,,0,,,23.6,276,674,,14329,30,39,1289,82,2805,3,349,7197,1532,10,16,14
-1,10,3,1.3,0,0,0,1,1,4114,,2221,32,424,0.363636,332,2342,1,1,10,3520,1324,31.6667,,,,26,2679,9958,296,7270,3882,71,8627,1893,11341,8413,5746,33094
-1,11,2,1.18182,0,1,0,2,1,2989,,5976,46,601,0.25,741,982,0,0,9,9122,6113,46,,,,544147,22771,87,5756,22198,5241,293,975,191,21,725,696,737
-1,13,0,1.46154,,0,,2,,,,32858,,11137,0.0714286,0,692,,1,12,36758,69235,,,,,32880,16239,1516,42992,151,4359,4104,6025,18329,1460,17824,31864,85796
-1,0,13,,5,,9,,2,132336,,,1829,,14,632,0,1,,0,,,,338,1201.6,5357.67,0,164196,8693,34252,4,326170,224777,5464,73621,7392,92245,199951,20
-1,8,5,2.25,0,2,0,2,1,9171,,12646,305,73361,0.666667,195,406,0,1,8,41746,20986,,196,740,,6,35,1109,17552,23172,97561,49642,2235,196206,1549,40296,25763,29984
-1,4,9,2,0,1,1,1,1,722,,26366,2801,369,2,681,1579,2,2,4,30162,25656,24,136,1045,6711,2,1298,133,5371,2857,2857,67,4649,5439,9,24627,2537,51
-1,2,11,2,1,2,1,1,2,175,,52057,944,49,4,485,385,1,0,2,151002,298811,26,77,817.75,3466,3,80828,120,10934,2914,45973,39559,5787,8967,10848,11683,41869,8654
-1,9,4,5.77778,1,12,1,11,2,17,,6244,10660,1049,0.5,189,192,0,1,9,17634,10611,56,,,14194.3,979,37,83,298,79,1301,124,1068,371,25,1138,1278,1581
-1,6,7,4.5,32,10,54,9,8,28518,,4944,6740,259,1.14286,1938,2003,3,0,6,16119,,,,1273,9473.5,213,29,811,98,3274,1092,1458,10066,309,225545,319,86318,122820
-1,5,8,2.6,0,3,0,2,1,7970,,12575,827,36771,1.5,720,1395,1,2,5,25018,3393,21,366,1169,1979.5,17,214905,5443,2929,79423,16,15,73309,9846,7225,2830,35008,115169
-1,0,13,,1,,2,,2,24501,,,6151,,14,668,0,1,,0,,,,409.333,1043.67,10799.9,0,5578,12866,7344,14680,1066,36061,1300,414,54,1451,9635,2118
-1,13,0,1.46154,,1,,0,,,,7915,,450,0.0714286,0,1074,,1,12,13249,5325,,,,,6682,272757,6273,3925,28638,23342,4184,1344,120,2761,11944,4130,5518
-1,2,11,1,2,1,2,0,2,92,,23953,2570,17,4,436,1215,1,2,2,23953,33489,4.33333,,856,5780.25,14,55650,994,397,29,12,996,20,335,18,7014,131,1141
-1,13,0,1.61538,,1,,1,,,,15837,,3482,0.0714286,0,974,,1,13,40192,54330,,,,,11,51485,7476,2741,29274,7257,28153,490,1108,17099,259,386,2687
-1,8,5,2.375,2,3,1,3,1,207,,8834,1499,19022,0.666667,417,1615,1,2,8,23792,14988,,204,555.667,5623,9,54,2927,68,6737,14950,51753,10398,916,42519,43612,21687,3384
-1,0,13,,1,,1,,1,10,,,385,,14,248,0,1,,0,,,22.8571,275,913.2,,0,5374,6174,8238,69452,7131,1526,14,1047,282,32,11354,82
-1,2,11,2,1,3,1,0,1,1700,,8475,375,71,4,919,3469,1,6,2,10266,6920,26,216.6,661,2282,13008,17204,2743,3042,22,138,4041,8,75,1347,5,78,14111
-1,11,2,2.18182,0,1,0,2,1,180,,38336,479,40,0.25,333,431,1,1,11,68203,42441,,,478.5,,0,5611,6074,4003,10065,14807,1158,34417,1806,1039,452,3353,7941
-1,4,9,2,3,3,4,1,1,303608,,4947,6920,66,2,450,659,1,1,4,9548,11336,33.5,413,1332.5,14783.8,3,92004,62158,5851,7253,26762,24,44424,15673,15884,36248,151,38803
-1,0,13,,0,,1,,1,25,,,536,,14,424,0,1,,0,,,38.75,250,1025.75,1707,8,12,3,3,13,6,7,3,3,10,6,19,983
-1,13,0,1.69231,,2,,1,,,,29555,,36756,0.0714286,0,746,,1,13,43132,27010,,,,,5,106466,105,93493,12681,1623,185481,3558,75,9520,1616,7084,40764
-1,0,13,,0,,1,,1,185283,,,1031,,14,318,0,1,,0,,,34.6,300.333,877.75,8814,45986,48652,17,171,199,186285,40482,51031,20037,13750,23676,21,304
-1,13,0,2,,0,,1,,,,35833,,51,0.0714286,0,757,,4,12,59721,34359,,,,,0,49631,31736,298451,19626,81237,8534,24450,19706,251,20290,2791,24521
-1,0,13,,2,,3,,1,19301,,,3186,,14,510,0,0,,0,,,,74,842.75,11508,24597,54915,15273,14623,1272,3074,1253,5,1366,3142,11571,2658,410
-1,10,3,3.1,-1,3,1,2,1,69,,16287,887,2206,0.363636,395,929,0,1,10,32287,1953,26,236,,2398,8,974,115246,8,733,27330,14439,716,72304,1546,156912,41573,33350
-1,0,13,,0,,1,,1,204815,,,971,,14,621,0,0,,0,,,20.6667,244.667,830,8602,0,19892,65,12,5695,5793,4351,3,253,2532,2807,6249,30119
-1,11,2,2.90909,0,1,0,1,1,2233,,13600,107,354,0.25,1161,757,0,0,11,28674,19799,,107,,,9,4245,2612,62237,50106,28860,221,102019,1439,40366,135337,286,2870
-1,5,8,1.2,1,1,1,1,1,42702,,9383,1712,41888,1.5,485,890,0,1,4,9422,9422,31.5,407.5,1076.67,9584,11501,82055,11976,116427,14176,7619,93396,17317,10096,20145,164,7095,13040
-1,9,4,1.77778,1,0,0,2,1,76513,,19520,672,39,0.5,454,810,0,1,9,26130,21364,6,324,1179.5,,7,73,43,8,15,1486,23466,11192,5631,4264,4327,69121,319634
-1,5,8,1.6,1,4,1,1,2,728,,2303,1176,15470,1.5,1135,1377,1,1,5,3156,3497,,126,879.333,3114,0,17,1533,23,11,4278,7114,545,5443,14188,18729,46096,1146
-1,4,9,2.25,0,1,0,2,1,417661,,1056,629,92028,2,612,1156,0,3,4,2264,421,24,195.333,752,1762,235717,5551,19248,32770,142494,32174,20038,7327,9,9746,53088,146,17092
-1,2,11,1.5,1,5,1,4,1,7,,28105,779,16,4,284,417,1,0,2,30943,30943,26,205.667,898,2154,3,141,167,1033,50,238,44,102,1123,50,17474,113735,1203
-1,8,5,3.625,1,10,2,18,1,6,,23290,4634,226856,0.666667,118,295,0,1,8,107589,94452,,,777,5598,1901,1334,1067,1110,1964,1119,236,2856,2735,3165,14225,3156,2927
-1,4,9,2,1,3,1,1,1,15660,,6691,922,1065,2,272,477,0,1,4,12517,29895,21,398,709.6,3409,0,51,85113,5,1,4067,15267,5293,1107,2817,187937,43855,8005
-1,7,6,2,0,1,0,1,1,91073,,23665,1056,470,0.875,386,956,0,1,7,26723,3898,31,370,,5503,84398,7254,19120,2823,10151,63,19762,114684,3207,8464,69027,5793,165565
-1,5,8,1.8,3,3,2,4,2,59460,,25809,948,5951,1.5,469,501,0,1,5,52570,49862,36,322,1087,2272,144,60,16,2387,2954,4,1636,152506,515681,48913,493772,100952,17
-1,10,3,2.2,0,2,0,2,1,470593,,36942,1521,61502,0.363636,957,2083,2,1,9,106424,60010,,430,,2066.5,21696,58193,2360,11862,9485,9155,19697,32237,53113,19903,212242,216928,80873
-1,10,3,3,2,3,1,2,1,134203,,7414,2667,51022,0.363636,252,770,0,0,10,14562,10499,,304,,7392,63097,87095,37467,13656,89942,12589,42001,14861,533505,16441,338424,18761,2780
-1,0,13,,1,,1,,2,13151,,,3576,,14,335,0,0,,0,,,26.5,224.333,880.5,8084,901,33,49,259,22,67,1212,1575,9,18,40,2718,1525
-1,13,0,3.53846,,0,,1,,,,8346,,10,0.0714286,0,994,,1,13,45282,7904,,,,,4900,22,19346,306,1171,187,3929,1557,163,89,2594,222,104
-1,3,10,2.66667,0,0,0,0,1,42477,,8735,1121,271,2.75,932,2779,0,1,3,14374,7532,47,140.333,737,2489.5,0,849,667,421,4,937,18012,6,9,10967,2794,514184,5664
-1,3,10,7.33333,2,7,2,3,2,172,,14991,3609,4,2.75,629,446,2,2,3,81742,30965,43.5,,929,6107.6,0,135230,13456,521,6253,8,1017,34,23398,681,150150,145,2685
-1,13,0,2.61538,,0,,1,,,,27467,,4,0.0714286,0,275,,1,13,57962,19277,,,,,36,35,1291,199,1192,1356,1801,3892,310,146,1326,3036,3890
-1,13,0,3.23077,,1,,1,,,,16983,,6751,0.0714286,0,1137,,2,13,61145,59582,,,,,27,6460,30918,37803,13952,414,196905,1860,1374,1092,2783,17439,3127
-1,12,1,1.66667,0,1,0,1,1,8557,,11055,108,879,0.153846,64,817,0,3,10,22815,13238,,108,,,16,5692,3729,3152,16271,1023,56316,31721,30268,8553,4,73,40478
-1,13,0,1.53846,,1,,1,,,,36479,,30,0.0714286,0,595,,1,13,44449,47745,,,,,0,80,1119,241,7615,19428,16336,210,5112,454,371,49,740
-1,5,8,3.8,1,4,1,4,1,45,,13267,951,161,1.5,832,2223,1,1,5,41100,10656,6,185,804.2,3393,0,11580,5659,534255,4847,5074,1445,635,1091,140,2542,40368,319805
-1,12,1,1.66667,0,0,0,1,1,78,,25945,113,13,0.153846,712,911,1,2,11,35501,51039,,113,,,627,2709,9081,12,12632,5943,20975,74940,91,6291,17962,795,3628
-1,3,10,1.33333,1,3,1,1,2,61,,2896,1153,262,2.75,415,1210,2,1,3,3132,2659,31.6667,118,921.5,2774.67,27035,350,34548,9,10,7,11,9,994,170,2491,10,643
-1,11,2,1.63636,1,1,0,1,1,4052,,41710,589,72867,0.25,336,1313,0,1,9,82178,70918,,89,1088,,37,57,128983,119989,69,19318,1904,64810,15663,1563,175734,51957,7100
-1,5,8,1,1,1,1,1,1,18928,,14834,1618,29447,1.5,580,1271,0,1,5,14834,14834,5,268.5,,5388.5,20171,18648,57116,50227,4698,4364,107860,17747,714,3295,5772,11713,15454
-1,8,5,1.125,1,0,0,0,1,13,,26097,598,117,0.666667,386,1537,1,0,4,27803,26369,1,268,907,,162838,28572,134,1650,1357,5476,30495,14394,5581,1527,51,1405,69246
-1,1,12,1,1,0,1,0,2,57940,,2079,2887,82807,6.5,545,1395,0,0,1,2079,2079,6,269.8,1086,8049,152591,10913,58,896,2172,48,32,384,78,2650,48,1394,485
-1,9,4,1.33333,1,1,1,1,1,16119,,12399,753,377,0.5,607,1934,0,1,9,16278,9886,,84,976,,10124,2865,10735,4117,213,581,873,2619,1532,970,4488,1932,2794
-1,2,11,2.5,1,3,1,0,1,34596,,11066,1542,2393,4,297,1163,0,2,2,21331,15791,14.5,157,846,11544,213008,163,91,3326,51,115147,208261,4292,16055,1676,9557,82361,13
-1,1,12,1,1,1,1,0,1,558326,,313,3851,103343,6.5,357,393,0,0,1,313,313,57.5,212.667,905,8140.6,129766,4066,8763,6,57787,15605,24941,39,24238,5773,21559,63399,30296
-1,0,13,,1,,1,,1,228,,,735,,14,357,0,1,,0,,,27.25,274.8,1009.5,3024,118389,7,26,2552,14735,5630,5661,64,134,1044,1473,22016,9813
-1,12,1,2.41667,1,1,0,1,2,744,,27216,88,11,0.153846,403,1049,0,1,12,50524,22154,,88,,,17,170,744,383561,63597,93150,155506,4944,2293,20625,5570,63118,160
-1,13,0,2.84615,,1,,2,,,,26571,,6,0.0714286,0,133,,1,13,51586,46318,,,,,0,51,1161,164,94,4529,905,269,1597,2777,4399,36,1067
-1,3,10,4,1,3,1,2,2,653,,26550,5128,6,2.75,492,615,0,1,3,98824,,61,196,522,16401,20,4221,28870,28,4327,7,1128,43,150,1104,137,276,5
-1,13,0,0.846154,,0,,1,,,,5710,,7560,0.0714286,0,583,,1,9,7709,16836,,,,,4,5285,656,11113,6143,22876,40521,8683,12926,2481,6972,1598,6603
-1,2,11,2,2,2,2,0,1,86,,9336,367,95,4,523,1329,2,4,2,17503,13764,16.25,118.4,1627,1749,81749,1615,4356,4177,1234,6415,714,7637,4062,6940,1762,1598,101042
-1,1,12,4,2,9,3,0,1,71129,,12171,3056,7,6.5,832,882,1,5,1,23583,16182,2.66667,98.5,1058.5,6868.8,384059,7789,9443,3076,17372,2613,77898,13116,43776,6472,41,28015,2310
-1,13,0,2.15385,,0,,2,,,,36655,,34,0.0714286,0,426,,2,13,42757,36508,,,,,2,118912,220,76,390,1130,7246,11463,22854,3094,1647,1134,1779
-1,10,3,1.7,1,3,1,3,1,118,,54810,3183,71,0.363636,2953,2454,2,1,10,66332,51664,,119.5,,9310,0,21179,5808,1414,489,10034,1023,21887,14585,2973,3948,86668,15962
-1,13,0,2,,1,,1,,,,20085,,31,0.0714286,0,514,,1,13,22923,20157,,,,,0,24,5748,10235,297,78,689,27306,4661,1937,48211,24424,13805
-1,13,0,1,,1,,1,,,,65520,,31,0.0714286,0,639,,2,10,67088,82529,,,,,15,300692,175,892,1901,90118,31,4777,20620,29632,138,2435,36266
-1,11,2,2.36364,7,1,6,1,1,232,,23655,2534,2761,0.25,724,1619,1,1,10,51933,7100,,,,2534,13,29654,433,3775,30,18965,4915,20041,33873,44,4343,1316,3696
-1,11,2,1.27273,0,0,0,1,1,10314,,3623,140,1584,0.25,631,728,1,1,9,4350,3432,,140,,,11526,10400,138,8328,1477,7376,9,7447,496,2951,9380,2855,51
-1,0,13,,3,,8,,2,26172,,,1209,,14,1006,0,1,,0,,,22.6667,314.75,519,2775.2,2389,44,1436,15577,18,20828,24,18464,26936,377,4786,574,34
-1,7,6,2.57143,1,2,2,2,1,76992,,7696,2294,156,0.875,402,765,1,1,7,29385,25657,6,156,,5575,0,177521,50664,68,195649,182267,180317,40,402131,2167,99329,3078,72136
