#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9,gap10,gap11,gap12,gap13
-1,13,0,3.53846,,1,,2,,,,26911,,43,0.0714286,0,1498,,3,13,44467,26383,,,,,-28,1250,1629,34441,26,90,46029,705,937,24256,224593,26146,1141
-1,1,12,1,1,0,1,0,1,1232,,859,450,555,6.5,863,1353,3,3,1,859,859,17.75,333.5,997.75,,19,9,43451,76254,1248,11,24,6,4235,42,5556,9,22
-1,0,13,,1,,1,,1,813,,,975,,14,256,0,1,,0,,,1,125.5,603.25,3251.33,4335,95,4341,987,11,30,6,73,17,66,38,49,139
-1,1,12,2,1,2,1,0,2,15,,1952,3917,74,6.5,224,266,1,3,1,3893,3893,,,1125.75,5512.57,207,14,167,392,783,60,14,6,1160,18994,481,867,1560
-1,11,2,1.90909,1,1,0,1,2,1256,,11357,296,507,0.25,127,736,0,1,11,16439,7585,,137,455,,6,11486,5813,20057,24592,2949,89466,50201,1547,7329,2491,5,9
-1,8,5,5,0,4,0,4,1,109457,,39712,998,6,0.666667,368,726,0,0,8,92843,72359,,210,,2180,0,8883,11674,4409,3222,5938,26730,462147,7863,1385,6592,14177,184459
-1,10,3,2.4,0,1,0,1,1,19,,53452,73,1274,0.363636,391,1701,1,2,10,69295,38833,11,104,,,0,37290,21,3856,6103,3281,5376,12988,12523,29,10425,8655,5672
-1,0,13,,1,,1,,1,7799,,,4664,,14,741,0,1,,0,,,31.8,196.75,1119.5,28725.5,192745,282119,119732,19889,39003,118252,80685,71882,3,60718,110,38586,2
-1,0,13,,2,,2,,1,113376,,,1871,,14,735,0,2,,0,,,43.25,81,892.667,4881.25,934,6,11297,28,29,1399,4277,4352,5833,156,24,439,947
-1,7,6,4,0,2,0,3,1,217,,11642,3318,41,0.875,653,1068,1,2,7,22086,18385,11,,676,4804.75,114,331,6654,3028,10123,2710,21770,24713,24,143971,25440,527,51271
-1,7,6,2.57143,0,1,0,1,1,8970,,11836,2057,7,0.875,260,555,0,2,7,22986,15969,8.5,,740,5421.5,27327,8719,8660,19805,11832,1452,371448,1441,75,17466,11125,39232,62026
-1,4,9,1.75,1,0,1,0,1,59,,855,688,2275,2,721,1746,3,0,4,1937,1937,34.6,226,744,4306,2887,11640,86305,10196,189,65,4145,1379,226,437,2302,78,364
-1,1,12,2,1,9,1,0,1,5038,,403,1310,71950,6.5,417,612,1,3,1,738,738,17.5,124,618,2719.6,461159,25,35,11,21,45740,16194,67260,12,10187,22,5,1587
-1,6,7,2.66667,8,1,10,2,3,178055,,10219,1765,649,1.14286,1297,1764,1,1,6,23551,5137,21,319,1041,4445,9185,121907,438,40313,4394,1388,3632,3131,178975,60798,114769,29776,24591
-1,2,11,8,12,32,12,22,6,276,,5624,8693,39,4,782,397,1,0,2,22180,8367,,81,890,11720.8,0,35,17,174,1404,213,125,69,1175,48,34,948,1743
-1,0,13,,2,,2,,2,21,,,2168,,14,1006,0,2,,0,,,14.25,127.5,798,24431,5685,3218,15,1010,256,72,250,1428,805,649,31,792,155
-1,9,4,1.66667,0,0,0,1,1,1210,,5562,1957,432,0.5,345,2039,2,1,8,7978,5549,58,100,,3834,8,5010,26029,1108,847,10,367,11991,1203,3949,11,1427,9
-1,8,5,2.625,2,5,4,6,1,142023,,50950,3324,42,0.666667,1183,810,1,1,8,103592,18966,,,1399,6211.5,0,1056,80879,165,1016,14581,42085,140663,159919,189217,109,34056,5730
-1,0,13,,1,,1,,1,10,,,1716,,14,334,0,1,,0,,,43,255.5,1260,3120.17,21748,46275,41674,8422,229,3000,6867,20246,11753,71725,48956,10297,119481
-1,2,11,2.5,4,2,4,1,2,8845,,12977,2574,3,4,736,968,1,0,2,21826,16236,30,199.5,1217,13089,10,19835,336676,59913,6317,2337,449,1408,7541,13006,87334,56431,11362
-1,0,13,,0,,0,,1,10224,,,3830,,14,562,0,1,,0,,,26,233.333,729.5,22327.5,17,5,214,1134,1628,5,4259,15602,3544,801,1492,1579,1276
-1,0,13,,2,,2,,1,1882,,,7907,,14,621,0,2,,0,,,36,237.5,673,15498.2,4488,5395,4724,166675,10312,14301,48675,11585,114,171308,27433,22975,69087
-1,5,8,2.4,1,2,1,1,1,138010,,17632,1150,1556,1.5,550,1023,1,2,5,48969,59051,30,358,1293,4542,0,29539,220893,283900,265,92583,32,31636,5,793,442,37,8
-1,13,0,1.92308,,1,,1,,,,8389,,8,0.0714286,0,681,,1,13,11519,10172,,,,,9,413,3609,20132,11843,1326,8717,1172,1609,7074,1656,9079,706
-1,0,13,,8,,7,,4,2829,,,8244,,14,855,0,2,,0,,,,,741.667,10494.1,8418,1080,3039,36,76,2593,705,2181,466,49,228,825,10632
-1,8,5,1.625,0,1,0,0,1,294740,,34681,133,1593,0.666667,801,995,0,0,8,39069,30916,10,164,,,18681,96,92379,280197,11779,189777,7143,63737,101377,78179,853,39917,1163
-1,1,12,1,1,2,1,0,1,8,,69,395,12,6.5,324,1275,1,0,1,69,,37.3333,159.25,797.4,,11,15,86,82,12,78,282,16,9390,16,16,8767,1593
-1,2,11,1.5,3,4,2,1,2,48706,,3162,946,17369,4,622,2468,1,0,2,5661,5661,35,370,1057,2681,0,363497,93070,129586,382746,3307,5321,417,1009,72,6326,118,4982
-1,13,0,1.53846,,0,,2,,,,39993,,1733,0.0714286,0,566,,1,12,50748,47298,,,,,37,1321,8489,1519,57915,2311,1475,5030,105204,6927,4616,35795,40392
-1,6,7,2.33333,1,1,0,1,1,9699,,4648,2034,123,1.14286,344,311,1,2,6,6688,3354,,108.5,1132,3222.75,27,31,31823,11,8616,175,8464,14026,19095,2849,8715,137907,4502
-1,0,13,,0,,0,,1,91312,,,2369,,14,1018,0,1,,0,,,21.7143,195,940.5,14189,5491,10,60642,31563,70923,4,11440,34,1335,6208,28331,91971,361638
-1,13,0,1.38462,,1,,1,,,,5846,,467,0.0714286,0,2590,,3,13,7591,7911,,,,,584,11731,28998,1143,1647,4016,7301,2057,1609,9941,12591,1621,1194
-1,2,11,5.5,2,4,2,3,2,59115,,33417,7715,11,4,1057,2135,1,4,2,139539,50385,,,749.333,11197.5,6,20,385,73,991,33,365,81,24,2633,1552,15,1109
-1,7,6,3.14286,0,3,1,5,1,125023,,3576,3147,518,0.875,353,970,0,0,7,8922,4521,6,,780.5,5771.33,11,5671,5072,3480,7068,153,10,2559,18,15,16,4489,2577
-1,9,4,3.88889,6,3,3,4,2,62,,32175,846,4,0.5,772,917,1,1,9,69206,66435,13,,762.5,1847,0,8089,1589,8761,7001,32224,3641,59225,13411,3034,584,197,600
-1,3,10,2,2,2,1,1,1,270,,3121,9556,293,2.75,584,1228,1,1,3,3828,3666,,269.5,1380,13377.7,15866,1708,1672,1646,551718,127,7354,1484,16645,836,684597,240,11579
-1,0,13,,1,,1,,2,97506,,,1031,,14,1001,0,1,,0,,,19.75,309,592.333,3539.67,57443,36,1598,144,16,79,978,14,52,1263,2973,401,424
-1,3,10,4.33333,8,22,13,10,2,701,,12623,7218,12,2.75,373,455,1,0,3,30549,18968,,,1481,7854.89,6,3,13,3052,25,31,16,133,2643,1314,73575,980,295546
-1,4,9,2.75,7,6,15,3,3,42704,,4240,1022,46,2,988,542,1,1,4,7701,5126,12,171,1064,6406,237714,5,15875,154,82090,95,146490,52128,57,1985,34439,7545,27580
-1,4,9,2.25,2,2,2,2,1,145814,,1527,4003,99337,2,650,1088,1,1,4,2589,1249,,426,482.333,6830.2,302432,54776,73312,1831,31230,320410,58674,40040,27,1687,17012,1728,2010
-1,12,1,2.41667,0,2,0,2,1,14,,41533,178,153,0.153846,457,800,1,1,12,69653,61553,,178,,,9,56022,14,7575,905,70323,16406,3997,19345,2749,110639,110695,103795
-1,0,13,,3,,4,,2,79,,,437,,14,585,0,1,,0,,,45.3333,222.286,1331.67,,73389,52,541,12,768,182,10,3,31,155,83,475,806
-1,1,12,3,8,0,17,0,3,61097,,7647,7993,14,6.5,921,583,1,0,1,10577,9708,38,,989.5,15186.6,10,4314,32,2774,1602,5557,6745,43,37,4214,1477,4770,5693
-1,12,1,1.33333,0,0,0,1,1,1223368,,4074,311,2171,0.153846,430,1385,0,1,11,6644,4512,,311,,,38,10447,152,1309,4973,2128,5959,26461,15054,3848,5619,21592,8627
-1,9,4,3.55556,1,10,1,17,1,22992,,9468,2104,10240,0.5,236,1300,1,1,9,27827,27929,,91,,3110,213154,51,40252,16113,5580,86595,2643,3,16022,43216,119,28435,20134
-1,9,4,3.66667,2,5,3,5,2,39469,,8733,975,198788,0.5,727,532,1,1,9,23658,12425,54,,830,2185,38793,13935,26251,46215,12,46392,102247,48676,38858,34639,34413,14678,135078
-1,3,10,1.33333,1,4,1,4,1,220767,,12039,811,28641,2.75,403,554,0,1,3,17195,6883,17.5,104,942.667,2555.5,119318,350474,52730,6002,8572,85379,867,43669,13007,26,37,2759,8545
-1,1,12,2,1,1,1,0,1,32796,,9484,1086,12,6.5,528,1196,1,0,1,18462,18462,17.3333,209,722.667,3101.67,567701,1385,4237,746,652,9195,695,4432,10,17480,10,53,4583
-1,7,6,2.28571,0,1,1,1,1,5,,11401,430,18292,0.875,342,730,1,2,6,21366,14134,5,193.333,997,,61544,1092,24,229,16,7,7286,14159,9017,11309,17407,14595,5442
-1,10,3,2.2,1,1,0,1,1,42,,9426,680,37,0.363636,580,728,2,1,9,19469,21268,,,680,,61199,48381,28842,57,6208,1519,4,2493,339,64,3842,15919,1205
-1,13,0,1.53846,,0,,1,,,,23957,,60,0.0714286,0,1675,,1,13,27274,18091,,,,,8,1432,1383,15967,1273,251,1180,72,1155,7180,8514,24597,47828
-1,0,13,,1,,1,,1,101,,,769,,14,479,0,1,,0,,,15,86.5,687,3165,9657,14441,5,1565,13092,1170,18939,14120,3098,56705,16771,1426,4070
-1,4,9,1.25,1,1,1,1,1,12,,5396,1639,61,2,801,2929,1,1,4,5462,5462,10.5,238.667,893,4373.67,4309,3361,2570,63,194,1185,23,4985,5037,3287,3002,844,12959
-1,8,5,2,1,2,1,3,1,12,,43711,353,349,0.666667,388,1522,0,3,8,54395,71380,16,109,766.5,,11,2665,20189,4,9,5472,216,30311,18,17,5961,1243,9920
-1,0,13,,3,,3,,1,34377,,,10818,,14,1180,0,1,,0,,,55,238,,14365.3,123,24,38,2901,155,20,23,31,929,7,491,793,465
-1,10,3,1.2,-1,1,1,0,1,389453,,25497,64,64,0.363636,872,2793,0,2,9,26581,28440,50,93,,,0,13020,8666,139,1120,406,120642,118232,210127,155614,92870,43783,246
-1,2,11,1.5,2,4,2,2,2,10,,232740,3158,93,4,450,458,1,0,2,232886,232886,14.5,,1020.4,7402.75,64,16282,969,1537,3307,21,25,732,1477,3063,24,4,50
-1,5,8,3.4,1,5,1,2,1,22660,,7486,3017,219720,1.5,392,1069,1,0,5,22203,2691,,346,932.5,5297,2,600,2081,871,29,16,2004,1407,336,19,747,8599,538
-1,0,13,,1,,1,,2,14044,,,12913,,14,474,0,1,,0,,,,226,544,18258.7,98135,10,4,26,4,19,1311,5,1157,55,7,3,12
-1,0,13,,1,,1,,1,98093,,,903,,14,245,0,1,,0,,,16.75,212,638,8699,47,14,1020106,48450,3,27634,15762,18551,37050,7,32052,8839,136360
-1,5,8,3.4,0,4,1,3,2,3590,,9278,7932,24,1.5,260,363,0,0,5,16149,10612,,363.5,919.5,15222.5,16,3166,1877,5,7,9,12,766,2940,8758,9695,310,1493
-1,0,13,,2,,2,,1,134291,,,745,,14,348,0,1,,0,,,18.4,137,1058,2049.67,11,6,12,7093,451,1060,4259,18718,1450,17249,10608,19928,2021
-1,5,8,5.8,3,10,4,7,3,13533,,15472,3424,4,1.5,385,457,1,0,5,47949,31654,1,,1063,6049.5,23,6,1476,4311,38,2111,8086,2943,671,852130,130,12,20
-1,2,11,2.5,2,3,3,2,2,3468,,3815,5463,418,4,328,520,0,0,2,6243,6243,,,700.667,7248.25,1,859,83540,18985,1629,1041,1521,2,24499,19185,15427,80530,13573
-1,11,2,2.18182,1,2,0,4,2,337450,,14210,1177,20,0.25,127,362,0,2,10,17299,18883,,293,,2061,223,740,4603,563,258,2474,818,522,3028,295,405,866,295
-1,0,13,,1,,1,,1,12713,,,6361,,14,265,0,1,,0,,,10,,806,7683.67,4422,169826,40720,12,23,20,38,33,1503,12,9528,176,122
-1,11,2,2.90909,2,3,2,5,1,5395,,28236,642,2356,0.25,449,734,0,1,11,38290,29454,,,642,,0,13113,12262,10480,1004,16072,2600,10228,5448,34728,310,50103,90493
-1,0,13,,1,,2,,1,19366,,,2429,,14,284,0,0,,0,,,,150.5,822.667,3992.5,14,29,1154,14241,6096,24,13,3946,3729,21629,5,152390,15
-1,0,13,,1,,1,,2,2320,,,1750,,14,596,0,2,,0,,,21.6667,147.333,753.75,6411.33,0,1235,5,2585,1750,152,832,629,379,653,101,2181,1599
-1,0,13,,2,,4,,1,5617,,,2105,,14,781,0,1,,0,,,26.5,275.333,821.5,10777.5,0,481715,232349,13174,9,85,1338,7,14,32,3882,537,13
-1,13,0,2.07692,,1,,1,,,,21369,,141,0.0714286,0,897,,2,13,34015,27196,,,,,7239,4538,14261,1717,11248,30,1422,7214,13079,1196,6096,4096,4315
-1,0,13,,0,,1,,1,2553,,,1250,,14,369,0,1,,0,,,11.1667,117,644.5,4887,14,2117,4748,1899,10,10064,1180,2400,4216,1387,2050,865,1421
-1,2,11,1,5,6,8,3,3,13843,,101439,3304,15,4,667,1675,1,1,2,101439,101439,,160.5,860.5,6796.8,140,722,2148,1386,13,11335,157,7022,3828,22043,13126,369584,2706
-1,0,13,,3,,5,,2,831,,,3041,,14,527,0,2,,0,,,7,296,896,5682.5,0,869,147,255,886,239,85,179,83,40,31,4,1038
-1,4,9,2.75,0,1,0,2,1,33107,,4037,983,24,2,427,872,1,1,4,7756,4941,25,426,1418,5092,0,226,2,7,30,17,1381,78020,56817,2,187,1669,100
-1,12,1,1.25,1,1,0,1,1,8208,,6216,62,109552,0.153846,1389,953,0,1,11,6479,8225,62,,,,0,36277,2379,10517,23071,8208,255623,9513,16052,17310,4374,5724,43111
-1,2,11,2.5,0,-1,0,0,1,106835,,383,214,10,4,994,1378,1,2,2,677,507,23,228,585,,378717,22,238,1104,2962,9035,12,936,257,17,1290,282,3870
-1,4,9,2.5,1,1,1,1,1,5418,,9125,2219,37670,2,753,408,1,2,4,30416,8875,5,166.667,821,8502,0,25929,15837,55697,50555,5,11377,31921,40597,9647,5721,1766,1355
-1,6,7,2,2,1,1,1,2,254961,,1146,3835,9841,1.14286,661,1235,0,1,6,1813,1732,41,311.333,,12916,13,21845,17,651,217746,25539,1770,1410,1439,5841,47153,17828,2
-1,10,3,1.8,2,2,2,2,1,1355,,4801,1052,1074,0.363636,637,997,1,1,10,7320,4617,,213.5,,2728,37448,239,43,265,3734,132226,262378,17071,61590,134182,108423,4715,4160
-1,10,3,1.8,0,1,0,1,1,5,,3976,274,18,0.363636,120,342,0,3,10,5831,3632,18,108,696,,110941,5557,1730,59,11,1081,2774,122,2659,563,2882,8545,5305
-1,0,13,,1,,1,,2,4307,,,418,,14,799,0,1,,0,,,21.1429,149.667,1589,1656,158527,5536,90640,64982,8597,1284,19028,1135,8838,1425,2,20254,6
-1,9,4,3.44444,1,3,1,2,1,51476,,60719,771,250,0.5,555,454,1,1,9,106989,16209,,386,1155,,6,21,16,57564,5773,1692,16857,2,5,23189,6,18,145267
-1,6,7,2.33333,2,1,4,1,1,154073,,22956,1357,60,1.14286,386,1182,1,1,6,43129,46291,3.5,199,745,7057,3250,13,933,26,5029,49784,37415,3588,158077,204370,2721,85509,91746
-1,11,2,4.18182,11,4,11,6,11,125986,,26571,4891,1934,0.25,997,376,3,2,11,45001,37791,,,,4891,31,243,836,311,176,108,1028,157,103,38,205,1126,212
-1,1,12,1,3,2,4,0,2,4795,,36,767,215206,6.5,543,1396,1,0,1,36,36,14.25,167,1101,2671,7230,3355,7521,474,320570,247731,39423,15268,2608,167276,9850,3205,7076
-1,9,4,1.77778,0,1,0,1,1,44146,,3118,63,980,0.5,392,613,0,3,9,4462,3538,63,,,,7,18787,1357,27617,2541,8549,11342,1308,92124,19011,67,5589,44
-1,12,1,2.08333,0,0,0,2,1,9,,6422,6,119,0.153846,272,907,0,3,12,12142,8986,6,,,,0,31043,27791,90688,92838,1148,244,49840,23149,26004,1621,21887,84629
-1,12,1,1.83333,1,0,0,0,2,20,,24384,1513,26,0.153846,231,2162,1,1,12,27179,24373,,,1513,,794,519,4457,39,4322,793,47,79,12004,41,189,5266,72
-1,9,4,2.33333,1,0,0,1,1,43,,6878,2211,208,0.5,113,723,0,1,9,14792,6367,18,,906,3960,26,108,53,1106,18961,6054,92,1137,12868,71673,2042,946,1479
-1,11,2,1.72727,1,0,0,1,2,262128,,13399,313,8,0.25,843,995,0,3,10,22546,21176,6,,619,,2,39396,2362,33,492,22,12843,20,2381,1465,2771,3,380
-1,5,8,3,1,3,1,4,1,143841,,5764,324,2246,1.5,627,679,1,1,5,18549,2843,27.6667,312.333,784.5,,292552,25,552805,110616,3227,2807,8,5492,11,256642,63003,30378,74740
-1,7,6,3.42857,6,9,10,10,2,6483,,73253,3394,100,0.875,567,352,0,0,7,87219,83911,,324,995,4760.5,12,18,1103,11984,2835,17069,2432,71,8583,33108,6607,96,12849
-1,13,0,1.76923,,4,,10,,,,21081,,19969,0.0714286,0,570,,1,11,29032,28217,,,,,0,43214,34581,14174,12958,410,25559,173,109235,8900,1172,768859,91201
-1,11,2,0.909091,1,0,0,0,1,36076,,30397,35,8028,0.25,279,951,0,1,9,34614,29449,35,,,,6,30543,15757,14331,4247,10243,17326,22862,31556,4478,30308,7271,6
-1,13,0,1.23077,,1,,1,,,,24302,,55950,0.0714286,0,2315,,1,8,61777,122434,,,,,0,1430,8290,12097,35805,9810,767,3844,18468,24661,11828,58975,26752
-1,3,10,2,1,2,1,1,1,489,,6703,1548,15,2.75,299,631,1,0,3,7488,6060,13.5,171,1011.75,3744.67,78944,139,1272,19,1426,4398,9,2835,1794,969,4395,26,74
-1,7,6,3.14286,5,2,5,1,4,80303,,17150,6096,1293,0.875,520,1195,1,1,7,39611,30020,,,725.667,14152,10265,8672,76402,34575,50501,965,230441,1436,13556,30374,18402,40343,16256
-1,10,3,2.9,1,3,1,2,1,516,,21614,486,38,0.363636,690,672,0,1,10,53286,12840,19,,720,,10,342822,8767,287,1217,21635,5531,7337,35,37,13718,32377,225386
-1,0,13,,1,,2,,2,8367,,,1317,,14,338,0,1,,0,,,6.66667,175.2,778.25,13114,117902,255,56,1087,334,1260,1384,119779,1006,30490,7,1232,2
-1,7,6,2,4,12,2,8,2,49162,,15047,1452,256,0.875,643,835,2,6,7,23246,22040,19.5,229,621,3910.5,350018,10394,2462,539,307,3936,4254,1190,290,161,4498,1465,1751
-1,11,2,1.54545,0,1,0,1,1,80,,5352,327,1106,0.25,375,2271,1,1,10,10198,3271,,327,,,11,4792,4435,4499,59502,49098,18445,91,9226,1793,6217,68,785
-1,13,0,3.07692,,2,,1,,,,11983,,2219,0.0714286,0,702,,1,13,37060,8927,,,,,5,10237,24277,7983,1374,18098,7280,177,14602,8193,131806,7961,20153
-1,12,1,1.16667,0,0,0,0,1,222,,45294,92,18415,0.153846,653,566,0,1,11,45811,26657,,92,,,0,118019,222,80817,10045,5661,30081,7239,30251,18895,16045,15431,3128
-1,9,4,1.22222,4,0,3,1,1,676305,,12156,1842,126,0.5,301,472,1,0,6,37535,,,379.5,,3305,76348,777446,51500,2167,1017,4768,1035,1657,1183,4931,591,221,7577
-1,1,12,3,1,1,2,0,1,6392,,542,1153,1141,6.5,429,1126,1,0,1,682,409,22.8333,328.333,634,11443,93153,129,56475,13,241,17,10,114,3,24,994,1518,5
-1,1,12,10,4,4,4,0,3,127,,11951,3858,2,6.5,504,1409,1,1,1,48731,27088,43,,1322.25,5852.57,213,34366,7,38,53,1372,269,40,17,1101,35,37,272
-1,5,8,1.4,2,3,2,5,2,23293,,892,715,66114,1.5,675,1285,1,0,5,1255,488,1,183.75,1285,1848.5,0,17,32399,37629,1478,3,93908,33,62565,1556,4516,100738,112366
-1,0,13,,2,,2,,2,37,,,418,,14,361,0,2,,0,,,31,192.8,,4253,44383,359,3234,726,377,14634,1415,31352,1399,7682,11217,4510,7167
-1,0,13,,1,,1,,2,899,,,431,,14,289,0,1,,0,,,24.8571,100.667,1169.5,2794,10,673129,5,9664,79,406,3,664,8,25,24,49,177
-1,0,13,,2,,3,,2,1517,,,592,,14,461,0,2,,0,,,8.5,127.5,743.75,3945,11477,2445,239,12,13,9,3,46,60,24,8,24,7
-1,3,10,6,2,12,2,10,2,5619,,5480,6801,432,2.75,453,927,0,0,3,18465,2193,,,1183.67,9208.43,10506,4,1205,1421,3,79,99,2963,155,7,11457,1080,2987
-1,2,11,2.5,1,2,4,2,2,978,,8298,12712,158,4,358,506,1,1,2,15933,1401,,,1007.5,15637.9,0,100795,1331,9,4,194,3128,3146,1608,2021,1582,4361,11
-1,13,0,1.46154,,0,,1,,,,3627,,6,0.0714286,0,1427,,2,10,5670,4146,,,,,4,73,68,10777,1721,2550,72,203,2945,68,1034,103,143
-1,0,13,,0,,1,,1,49278,,,779,,14,413,0,0,,0,,,17,215.6,904,2702,31276,6,12,150,15753,27,4,30,131,15,55,62,107
-1,11,2,2.54545,1,2,1,3,1,8,,17568,58,34991,0.25,800,698,4,2,11,49304,5473,35,81,,,2223,655029,34,97,11489,6002,5752,34395,15665,11830,1337,20349,103125
-1,7,6,4.71429,1,1,1,2,1,97,,33240,8909,54,0.875,606,746,1,1,7,93498,46806,,,,8909.17,0,165433,507,7799,89515,73099,708,75,634,2093,4077,5245,15
-1,13,0,3.07692,,2,,6,,,,15331,,49,0.0714286,0,1632,,1,13,32138,29217,,,,,1857,6620,514,1136,10070,7323,1206,1246,4171,1827,9906,7401,25810
-1,12,1,2.16667,0,0,0,1,1,3314,,14550,123,18788,0.153846,105,502,0,2,12,33379,18352,,123,,,0,3191,105,1623,1420,2332,83,2754,120,355,98986,90688,181818
-1,0,13,,1,,1,,2,44,,,153,,14,367,0,2,,0,,,25.1429,251.4,550,,0,316874,5712,7,41519,83,308,1301,6990,212,14142,10,3
-1,0,13,,2,,2,,1,327,,,2177,,14,853,0,2,,0,,,23,299.25,936,8075,11,13,20,21,24,16,318,162,26,28,597,51,69
-1,3,10,2,1,0,1,0,2,581,,10946,2092,6,2.75,493,816,1,2,3,13079,11333,38.5,225,964,6079.67,0,51612,109514,5,14,4,1858,41,281,3,671,443,31734
-1,3,10,1,1,0,1,1,1,155881,,3789,766,4,2.75,297,720,0,2,2,4049,3528,18.6,108,987,2742,21907,150,11177,5658,48,65,18,1307,285,191,443,19,16
-1,13,0,3.92308,,4,,3,,,,23905,,320,0.0714286,0,411,,1,13,72870,56204,,,,,0,20230,48839,13031,24129,5812,17202,25301,18103,18695,67671,34498,100974
-1,9,4,1.66667,0,0,0,1,1,317,,16686,159,127,0.5,160,927,1,1,9,35365,6320,15.5,302.5,,,1260,11347,23,263,5466,1804,1818,2864,15436,21615,8387,7111,2958
-1,5,8,3.8,1,3,1,2,1,152654,,15868,1043,17520,1.5,554,2290,1,4,5,65643,99858,33.5,198,764,2894,237630,39,246,1148,552,5680,12342,1617,77,30196,16,1317,25
-1,8,5,1.125,1,2,2,1,1,5391,,9809,220,7652,0.666667,781,1287,1,2,7,12288,9791,6,185,538,,2563,197654,1008,8586,222,73154,102812,152237,38980,26024,74659,13,30319
-1,2,11,3.5,1,5,1,1,2,56794,,11927,2712,74,4,763,696,0,2,2,17677,17677,10,,1043.5,3718,6763,62501,13,57,21374,17,18,5881,37279,37,10,21,10
-1,4,9,1,1,1,1,1,2,69,,1629,312,208,2,438,862,1,2,3,2479,801,30,145.5,798.667,,17,273547,241989,14490,536,1278,1656,4,19,18,17,24,540
-1,0,13,,2,,3,,2,274,,,1329,,14,367,0,3,,0,,,41.6667,229.5,1202,6685.5,9977,80,15,98,29,5198,2930,1895,4137,4190,49,36,38
-1,6,7,2.16667,2,7,2,8,2,388942,,77590,1984,2572,1.14286,403,1375,0,2,5,87344,24728,18,317,1449,9484,75180,266492,345100,320471,21038,50667,3,8117,136010,851,1311,235158,9615
-1,1,12,3,1,0,1,0,1,220591,,2574,945,35,6.5,561,678,0,1,1,4432,524,22.3333,266.667,706.25,3822.5,0,79088,102031,8604,10188,8553,64,1364,43,3125,18611,18491,15
-1,4,9,1.25,1,2,2,2,2,81489,,2345,328,140336,2,160,892,1,4,4,2627,4500,23.8,118,904.333,,94503,101185,48600,10,1498,331602,69052,18,21648,22557,41019,18061,161
-1,3,10,2.33333,0,2,0,0,1,107330,,31167,2858,6,2.75,295,926,0,1,3,54308,16002,,352.8,919.333,12027.5,382822,201794,43063,149875,16023,122331,171400,2994,10025,41473,16087,2939,91762
-1,3,10,2.33333,0,2,1,2,1,5112,,10009,969,1656,2.75,778,844,0,2,3,24323,476,35.3333,374,642,3320,0,4039,662,2206,58,559,587,59,576,18,26,34,44
-1,13,0,0.461538,,0,,0,,,,2889,,44095,0.0714286,0,1728,,0,6,2889,2020,,,,,8,165761,4907,988,46381,60091,1593,1705,4228,10754,954,4992,15846
-1,10,3,2.7,2,1,0,2,2,26984,,103092,46,11,0.363636,104,1229,0,2,10,219821,150674,33,71,,,31529,7365,2925,11,14,2491,220,8638,1487,4170,316,67,920
-1,1,12,3,2,1,3,0,1,631,,2998,1210,14,6.5,1007,760,2,0,1,3867,3867,13,200.2,1559,3973.67,67254,11484,16,1407,29,7272,135,92,139,965,2,6,3215
-1,4,9,2,1,1,1,1,1,124306,,10672,2474,1795,2,179,486,0,5,3,28366,6300,2.66667,132.333,808,10525,23834,62,1541,334,997,1415,40731,71675,308486,3378,149,5189,7463
-1,1,12,3,2,4,3,0,2,2201,,13445,6177,4,6.5,457,1544,0,0,1,26356,26356,,178,,6843.11,70,281,4,2717,148,17,1194,33,6879,9114,3970,30568,25586
-1,4,9,2.75,2,2,3,2,2,196956,,31706,2520,32116,2,587,783,0,1,4,101203,1728,,156.5,735,4593.5,0,17,1301,26,38807,125394,17,142544,7419,27,1346,310824,30208
-1,0,13,,0,,0,,1,562057,,,572,,14,360,0,0,,0,,,8.66667,207.143,537,2711,1620,4,14,4,13,3,5,3,6,6,4,923,10
-1,1,12,2,1,1,1,0,2,148,,179,130,1439,6.5,1231,1350,2,0,1,314,314,22,237.167,,,84108,36,5060,15,3606,1439,2486,441,625,53,25,11716,125
-1,1,12,3,2,7,2,0,2,16,,12919,1134,25,6.5,603,840,1,0,1,29591,29591,15.4,186.75,571,6108.5,15,22817,52,292,4,978,7,258,6,7,167,5,2
-1,5,8,1.4,0,1,2,2,1,531886,,15368,359,10,1.5,310,408,0,7,4,15950,25975,12.3333,271,,1663,1474,122,4215,2846,204,1310,1112,495,6704,3,8,4,8687
-1,3,10,1.33333,1,0,1,0,1,67,,6960,270,3119,2.75,390,1239,2,0,3,7110,10128,22.2,124,1108.5,,0,122,1654,2532,122,2646,4478,225,1074,1430,1495,12,136
-1,2,11,3.5,3,3,6,0,2,851,,1711,5785,61,4,504,4703,0,0,2,4547,4520,,333,1035,12047.2,125,29,213,982,8,25,42,344,68,979,5823,3274,140833
-1,9,4,2.55556,0,0,0,1,2,283,,31042,101,31,0.5,360,558,1,1,9,73952,3557,,100.75,,,0,3978,25,225,79,11218,14745,12928,1074,17310,105,30091,8658
