#churn_class_label,num_questions,num_answers,num_answers_recvd,a_score,q_score,a_score_stddev,q_score_stddev,relative_rank_pos,answering_speed,mean_rep_co_answerers,mean_rep_answerers,mean_rep_questioner,time_for_first_ans,a_q_ratio,a_post_length,q_post_length,a_comments,q_comments,num_q_answered,mean_max_rep_answerer,mean_accepted_answerer_rep,qrep1,qrep2,qrep3,qrep4,gap1,gap2,gap3,gap4,gap5,gap6,gap7,gap8,gap9
-1,4,5,1,0,5,1,8,1,5773,,7136,661,4300,1.2,616,875,2,0,3,8611,5765,,253,1272,,798715,58547,7182,2494,24830,53679,8700,22381,94516
-1,4,5,4.25,1,2,2,1,1,544,,12642,10919,19,1.2,453,1256,2,1,4,38000,6882,,,,10919,19915,177,65,5419,75,1160,62,1513,47
-1,8,1,1.75,0,0,0,0,1,24,,3544,70,503,0.222222,248,658,1,1,8,5600,5421,,70,,,0,24395,3262,935,20765,12805,34774,1362,78607
-1,9,0,1.22222,,1,,1,,,,2754,,10764,0.1,0,972,,1,8,3571,1918,,,,,14,4379,32724,66276,49,2670,489750,142238,1645
-1,6,3,3.33333,2,2,2,2,2,12345,,16779,2596,18901,0.571429,766,697,0,1,6,45989,7457,,175,,7439,41456,21847,1107,24792,5429,35924,134100,162654,17576
-1,1,8,3,1,1,1,0,1,7252,,3887,1387,2,4.5,830,679,1,0,1,8259,8259,,153,1290,3383.5,4324,2827,41773,278,15735,3441,15769,39068,93636
-1,1,8,1,1,6,2,0,1,816,,956,2356,1801,4.5,1377,2017,3,1,1,956,956,27,208.667,978.667,15257,23,1801,7,970,140216,6990,1106,27,18
-1,0,9,,0,,1,,1,6797,,,1512,,10,597,0,0,,0,,,28.3333,275.5,1242.33,9247,119302,10870,740,6957,121,10155,59927,332941,16
-1,9,0,1.88889,,-1,,2,,,,10421,,16568,0.1,0,1095,,4,9,25662,3879,,,,,0,2381,2002,795,630,13955,5488,25,3086
-1,5,4,1.2,3,2,5,3,1,109281,,1657,472,240,0.833333,418,943,1,1,5,1679,1155,,139,583,,60,41257,88070,84306,48510,47594,251485,16207,38807
-1,2,7,1.5,1,1,2,1,2,73445,,447,626,452,2.66667,742,1989,2,4,2,553,553,14,367,,2883,1,90,51,83374,207327,26,13000,2643,2817
-1,2,7,3.5,2,3,2,2,3,39672,,13415,1177,111,2.66667,261,174,0,1,2,23507,21377,56,219,832.5,5862,2,11,492,191126,195641,14273,46870,215592,2852
-1,0,9,,1,,1,,1,146780,,,759,,10,678,0,0,,0,,,5.66667,252.5,992,3335,94941,18874,514011,27,134,2432,57671,38065,45458
-1,3,6,2.33333,1,0,1,1,2,13,,57387,910,26,1.75,107,256,2,0,3,114605,171604,19.5,155,809,2227.5,271,12,917,3,15,2,71,5876,5
-1,9,0,2.11111,,1,,1,,,,21724,,264,0.1,0,2010,,1,9,35384,36132,,,,,0,2038,3668,1793,1183,1432,450,1734,3587
-1,6,3,3.83333,0,12,0,25,1,51694,,13360,139,193,0.571429,484,2296,1,5,6,29646,14371,25,367,,,92149,12747,67,5861,128212,1432,1346,152849,2635
-1,8,1,1.125,0,1,0,1,1,51980,,4100,704,22214,0.222222,300,749,0,0,8,4104,9285,,,704,,1,32421,169647,14277,140,7028,2764,7238,345
-1,2,7,1,1,1,1,0,1,919507,,5087,3029,118,2.66667,995,986,1,0,2,5087,5087,8,77,793,6748.67,27,7204,23063,11144,36039,50419,60497,43662,6841
-1,1,8,5,3,11,4,0,3,13776,,3873,8401,5201,4.5,550,399,1,0,1,11064,,26,,,9597,31633,7154,1558,1524,3036,30,6878,2142,8269
-1,7,2,1.57143,1,1,0,1,1,21227,,1840,621,11673,0.375,375,1932,1,2,6,3587,485,,84,1158,,24,20112,102620,25494,163132,5882,1375,138,15753
-1,1,8,2,6,0,6,0,4,394720,,35885,3622,13,4.5,748,1983,1,0,1,65804,5966,,260.5,976.5,6625.5,2,389513,13349,58018,139732,169926,45987,81533,19944
-1,8,1,2.25,0,1,0,1,1,42,,7573,1010,33165,0.222222,1234,2681,2,2,7,18602,17976,,,1010,,10,100034,25611,42,80038,9735,41088,65038,25251
-1,0,9,,1,,1,,1,1268,,,2817,,10,596,0,1,,0,,,18.5,153.5,1041.5,7643.33,135387,129,1194,857,2208,409,798,404,3012
-1,0,9,,0,,1,,1,8452,,,8499,,10,627,0,1,,0,,,22,419,623,74130,8,8,10,8,29,6,8557,72,42
-1,4,5,0.25,1,2,0,2,1,244385,,106,15835,43057,1.2,452,642,0,1,1,106,106,28.3333,440,,78652,703887,41,483,7,2162,588,14537,22427,8747
-1,7,2,2.57143,1,2,0,2,1,5963,,12422,1293,10885,0.375,418,972,1,1,7,30687,35355,,,1292.5,,6,95084,58596,69673,56204,68505,11893,4,20405
-1,0,9,,1,,1,,1,11,,,1344,,10,297,0,2,,0,,,43,170,809,4620.5,210,1146,90,267,392,721,11,267,18
-1,9,0,2.55556,,2,,5,,,,15374,,22,0.1,0,669,,0,9,35144,17706,,,,,0,75266,28723,69384,34669,39962,60366,13031,128210
-1,5,4,4.6,1,8,2,5,2,70,,40175,2569,5,0.833333,647,605,1,2,5,128632,91808,,,922,4216.5,9846,19262,7090,10026,180660,11424,6335,52,2817
-1,4,5,2.75,1,1,2,0,1,281800,,7135,994,126,1.2,774,1132,1,1,3,13102,,23.6667,,921,3980,0,80794,2991,11568,49094,17113,14193,67380,133911
-1,1,8,2,1,3,2,0,2,82973,,16368,2317,3,4.5,238,285,0,0,1,29800,2935,6,197,732.333,5378.33,9,423310,7,15684,40,21,3881,4,7373
-1,8,1,3.875,2,2,0,2,1,21,,27692,1202,19,0.222222,82,513,0,1,8,57394,24966,,,1202,,76,139666,46061,1415,27311,7225,21,17334,10288
-1,0,9,,1,,1,,2,1238,,,2440,,10,603,0,1,,0,,,,417,478,3008.86,51,22,3225,2,2519,2742,15899,1413,64735
-1,9,0,1.88889,,1,,1,,,,27130,,51,0.1,0,1004,,1,8,36873,45346,,,,,8,12221,1387,7161,12627,10148,6996,101,8413
-1,9,0,1.11111,,1,,2,,,,17868,,40,0.1,0,1085,,3,8,18697,19669,,,,,7,5028,5795,2666,4720,91,1109,2096,21
-1,0,9,,1,,1,,1,184,,,560,,10,428,0,1,,0,,,25.25,88,656.333,2886,4133,67,6,4361,192,20,666,2178,2543
-1,1,8,2,7,4,9,0,4,174,,4886,5165,43,4.5,769,822,2,0,1,7581,7581,,231.5,904,12714,0,15408,5692,16058,11295,4293,4677,4176,5928
-1,0,9,,3,,5,,2,288888,,,337,,10,989,0,0,,0,,,18.5,202.667,684.333,,209023,75267,5571,3162,44294,8641,19956,20157,54886
-1,0,9,,1,,1,,1,135,,,8270,,10,677,0,0,,0,,,19.5,181,823.75,35459.5,31,3716,98,16063,2705,32,39,7609,11155
-1,9,0,1.22222,,0,,1,,,,2147,,9399,0.1,0,1919,,0,9,2223,2339,,,,,19,8593,2703,1362,6078,1181,177,1418,2621
-1,0,9,,1,,1,,1,114665,,,2473,,10,318,0,1,,0,,,20.6667,433,860.5,6680,6,217822,15331,9,14,4,11,30,16
-1,0,9,,1,,1,,1,113193,,,1026,,10,399,0,1,,0,,,46,128.667,1017,2581,218963,124677,22457,4580,96390,2812,60634,5577,23930
-1,1,8,10,1,4,2,0,2,499,,3193,7489,18,4.5,482,435,1,0,1,8735,176,65,195.5,,11891.8,0,2859,603,45,1776,1457,17,198,27
-1,0,9,,0,,1,,1,7595,,,277,,10,277,0,2,,0,,,3.33333,193.25,854,,29,4,3,24,8,9,22,1105,130
-1,8,1,2.875,0,1,0,2,1,68,,8708,50,442,0.222222,101,446,0,2,8,28945,2463,50,,,,0,19002,5715,68,9,20234,9782,34882,25888
-1,4,5,1.5,0,0,0,0,1,53994,,183,411,16914,1.2,420,1114,0,1,4,219,78,,90,,1696,10,2869,30246,1480,3,3968,312,218,25609
-1,0,9,,7,,12,,3,89447,,,8564,,10,818,0,2,,0,,,16,141,685,25312.7,278844,431636,14,1978,497820,121883,110154,24,18
-1,9,0,1.77778,,0,,1,,,,4645,,20,0.1,0,996,,2,8,10602,5465,,,,,11,35967,4398,13260,6878,370,21487,8411,7204
-1,1,8,1,3,0,1,0,2,2563,,7731,799,1497,4.5,977,562,3,0,1,7731,7731,32,265.25,1106,2096,11,6740,9089,74066,49078,18855,2935,6160,55440
-1,5,4,1,1,0,0,1,2,2017,,1205,81,4598,0.833333,521,1028,3,1,5,1205,1495,17,102.333,,,5,23,1847,51,33,712,1802,1690,1203
-1,6,3,1.66667,0,1,0,0,1,689,,22113,4860,28561,0.571429,106,447,0,1,6,35325,27708,,,,4860,0,38266,15713,676,1206,1365,29111,103068,43
-1,1,8,1,2,0,2,0,2,6997,,687,1438,74,4.5,518,262,1,0,1,687,,38,,875,2934.33,0,58102,74,74411,26,84,32,38,2497
-1,3,6,2.33333,3,3,3,2,2,623955,,70763,7635,1022,1.75,407,1408,1,2,3,140972,439,16,192,714,22347.5,3,31300,69502,11524,1804,8244,34957,9389,7218
-1,0,9,,6,,9,,2,247233,,,3275,,10,624,0,1,,0,,,33,267.333,1191,8751.67,39,119437,481599,2374,17841,102784,152817,144069,59697
-1,4,5,2,0,0,0,0,1,21,,12219,548,40,1.2,505,1375,2,0,4,24733,9396,28.5,109,,2129,11582,4418,103538,21752,19,12,78,9,25771
-1,0,9,,2,,3,,2,3427,,,1060,,10,671,0,0,,0,,,35,195,1325,1988.5,850377,28137,42058,18,7,2585,6345,4081,109496
-1,2,7,1,1,1,1,0,1,20,,18998,184,26,2.66667,486,1187,2,1,2,18998,18998,27.3333,190.333,635,,1546,5594,5451,5304,4247,6,13,23,2352
-1,6,3,2.66667,1,1,1,1,1,14,,13229,230,28,0.571429,524,630,1,2,6,31981,18829,21,334,,,9893,26160,1056,1889,994,4572,4520,7578,925
-1,6,3,1.5,1,2,1,2,1,8646,,18449,332,4185,0.571429,717,1522,1,1,6,20122,28180,,332,,,9,20034,30354,1028,39047,1376,8850,23535,140407
-1,0,9,,2,,2,,2,40807,,,855,,10,740,0,1,,0,,,32,86.3333,595,5889,30533,209927,426531,92084,93664,36015,280678,68993,125057
-1,5,4,1.4,1,1,0,1,1,222438,,19106,974,1139,0.833333,245,680,0,3,5,42187,8864,14,370.5,,3141,58,144102,89901,9,13,9350,99478,31609,99
-1,1,8,2,2,0,3,0,2,573,,3536,5590,873,4.5,533,1360,0,0,1,5570,,,435,1168.5,8389,7970,2259,14216,2931,625,8939,2600,2934,7903
-1,7,2,2.28571,3,1,2,1,2,4648,,15471,1804,199,0.375,403,1753,4,1,7,32288,13320,,,1064,2544,15,13097,4192,44910,126,88934,29275,2358,57961
-1,1,8,1,3,6,6,0,2,242261,,4947,862,44,4.5,407,2436,0,5,1,4947,4947,34.6667,207,686.333,4525,0,30321,60652,116,8,1121,3,82,4
-1,7,2,1.57143,1,1,0,1,2,14449,,14919,4297,130,0.375,119,351,0,2,5,17743,30380,58,,,8535,4,47543,66197,527149,356811,17546,48851,41596,32266
-1,2,7,1.5,2,0,3,0,1,167111,,6747,1584,20,2.66667,976,1243,0,0,2,9658,9658,7,146,519.5,4944,9145,96327,44747,245980,198577,8,73624,16,52
-1,7,2,1.57143,0,1,0,1,1,527,,3384,796,222,0.375,221,811,0,0,6,4594,4594,,,796,,2,51920,682,1021,5715,182,1040,1567,2634
-1,0,9,,1,,1,,2,274,,,7731,,10,429,0,0,,0,,,51,223,941,13662.6,7,27,13,13,57,48,9,34,45
-1,0,9,,2,,1,,1,79,,,2777,,10,756,0,0,,0,,,56,137,1088,4524,10,129,40,152,4,126,489,109,38
-1,8,1,2.125,2,1,0,1,1,2897,,16564,188,378,0.222222,43,1799,0,1,8,24255,17545,,188,,,0,3424,1018,1879,297,4342,224,10321,973
-1,1,8,2,0,1,0,0,1,287925,,3734,1049,6,4.5,1036,882,1,7,1,5511,1956,11,327,776.5,2059,27,11,34505,1394,20226,1126,17235,47,1641
-1,8,1,1.375,1,0,0,0,2,9954,,1291,77,7491,0.222222,862,1152,0,1,6,1843,915,,77,,,0,9054,9954,84231,57713,2724,39030,1298,70460
-1,0,9,,0,,1,,1,1142,,,795,,10,372,0,2,,0,,,12.3333,188,1199.5,4155,4,13,18,532,6,3,11,15,17
-1,1,8,0,0,0,1,0,2,20,,,295,,4.5,637,758,1,0,0,,,13.5,179.75,808,,315207,11872,17113,9,482,6,21,900,565
-1,6,3,2.33333,10,3,9,3,5,24080,,20474,4347,68,0.571429,313,897,1,0,6,32075,31231,,,,4346.67,4,16,83519,50074,8821,90924,2789,4378,1254
-1,9,0,1.44444,,0,,1,,,,9992,,46,0.1,0,827,,2,8,11502,2303,,,,,1233,4708,206,321,3530,206,3863,164,2658
-1,2,7,3.5,1,2,1,0,2,62944,,31061,1835,37,2.66667,594,1320,1,0,2,87798,752,54,138,1264,5556.5,4062,4245,4538,1204,5598,3023,197601,51409,10135
-1,1,8,1,2,4,1,0,2,331,,28454,6413,87,4.5,1121,1864,1,2,1,28454,28454,,348,907,15961,14013,1135,418,30440,1336,20589,2173,15308,4588
-1,2,7,1.5,0,1,1,1,1,7,,638,301,15,2.66667,245,2497,1,1,2,642,113,32.5,396,1187,,11,9649,12,5780,95,11,392,91,758
-1,1,8,1,1,0,1,0,1,224491,,10980,1200,512,4.5,398,340,0,0,1,10980,,13.5,126.25,,4532.5,263645,219987,133506,72518,329397,75,4373,175419,88125
-1,0,9,,1,,2,,2,1192,,,493,,10,568,0,2,,0,,,32.5,215.75,,3446,11557,60363,47972,6,94381,617845,19,2833,3
-1,7,2,2.42857,0,2,0,1,1,276,,14187,207,133,0.375,985,790,2,1,7,26996,13367,,207,,,0,82249,518,8265,2643,34,27424,1663,8607
-1,2,7,3,1,1,1,1,1,160671,,5197,3092,229,2.66667,441,1945,1,3,2,9418,1005,52,117,1041,6464.33,3,49252,28,13830,129,271,69,162,3909
-1,0,9,,2,,3,,2,1845,,,952,,10,968,0,1,,0,,,3,279.333,689.75,4971,1003635,357,19,873,6090,1639,1525,1236,121
-1,9,0,1.22222,,1,,1,,,,17603,,28,0.1,0,909,,1,9,18119,26360,,,,,140928,22632,1496,34854,1116,406,4282,8921,5449
-1,1,8,1,1,0,2,0,2,59820,,152,2855,9949,4.5,613,121,1,0,1,152,152,6,142,708,10494.5,79328,534519,12,19,7,8,129164,184,4349
-1,5,4,2,2,2,1,2,2,4589,,25320,2598,5912,0.833333,1170,1257,1,0,5,32556,29432,21,237,884,9251,956,84956,11950,23,2583,10224,5948,5532,15
-1,9,0,1.33333,,1,,2,,,,34475,,14962,0.1,0,4382,,0,9,62883,28943,,,,,28,30456,45887,165,58351,6362,4526,1346,7016
-1,6,3,3,1,1,1,1,1,14,,20225,302,623,0.571429,161,378,0,1,6,92481,7645,1,302,602,,1574,31647,3,8858,2585,10213,10324,16,221
-1,3,6,2,2,1,2,0,2,92936,,28497,1530,10,1.75,260,711,1,3,3,44116,13479,35,325.667,,4082.5,15,1273,4274,34458,7038,4283,13,1148,96
-1,9,0,1.33333,,0,,1,,,,17686,,6560,0.1,0,542,,3,8,31668,37924,,,,,2169,28288,13044,91,1531,5985,8775,12110,8870
-1,7,2,1.42857,0,0,0,0,1,6276,,9495,20,1800,0.375,180,897,1,1,7,15549,17473,20,,,,33,3188,1010,3229,1410,4210,378,903,15054
-1,9,0,1.77778,,0,,1,,,,6666,,8310,0.1,0,447,,0,9,8307,6699,,,,,0,2403,47676,1444,1238,449,5611,1321,8637
-1,6,3,2.33333,0,2,0,2,1,34140,,25122,2375,73352,0.571429,445,612,0,1,6,72534,31299,41,,1463,5621,28821,2592,1645,86,36,61521,36053,235,315173
-1,0,9,,1,,1,,1,6296,,,740,,10,503,0,1,,0,,,16,184,1019.33,2853,48,6369,2503,3037,1391,5486,467,12863,179558
-1,3,6,1.66667,1,2,1,1,2,64069,,4366,2404,99926,1.75,933,879,0,1,3,6386,2374,39,166,1132,5977,57204,463553,14538,21,3192,17,14,3,14
-1,7,2,1.85714,0,0,0,1,1,16,,3413,340,13,0.375,259,683,0,1,6,4062,4687,25,,654,,19817,17391,41,30402,11289,170,4150,1491,27
-1,2,7,2,1,1,1,1,1,17444,,110351,609,200,2.66667,263,148,0,1,2,114895,113131,39.6667,220,1308.67,,11,17,51,10392,456337,13,6,7,2759
-1,7,2,2.14286,2,1,2,1,3,15779,,31760,90,693,0.375,156,308,1,1,6,65101,81449,,90,,,8,14498,14604,1182,4657,2456,37851,14664,37097
-1,6,3,1,1,1,1,2,1,202551,,26516,2242,85,0.571429,990,1584,0,2,5,47106,4472,,267,,6193,12,4705,1078,1923,7215,6814,10,22924,17932
-1,0,9,,1,,1,,1,9,,,2376,,10,293,0,1,,0,,,34.75,78,1123.5,9462,1285,4944,9,16713,4124,36564,3148,2266,6188
-1,1,8,1,14,0,24,0,7,4219,,5158,12259,3,4.5,252,285,1,0,1,5158,5158,,,592,13925.3,5716,19214,20,8,9,8663,9866,1390,8960
-1,5,4,3.8,3,3,2,2,3,2512,,11473,10565,1432,0.833333,485,1714,2,0,5,26360,5937,,,,10564.8,20035,1459,1408,7204,2656,148,16021,2830,9795
-1,8,1,2,2,3,0,5,1,110,,17850,358,46,0.222222,599,976,5,1,8,22474,6931,,358,,,0,16585,4944,27962,2574,110,5414,647,23875
-1,8,1,4.875,2,26,0,53,2,186,,18448,1285,31,0.222222,593,186,0,1,8,72047,29877,,,1285,,0,4138,90,2824,186,1032,14357,71,3895
-1,6,3,0.666667,0,1,0,1,1,131,,2344,33,476,0.571429,295,419,0,1,4,2344,3737,10.5,79,,,0,237845,94958,13,8,6646,3138,53791,16466
-1,7,2,1.85714,1,2,0,3,1,17,,39129,167,11,0.375,219,881,0,0,7,60081,46518,,167,,,27376,1475,11,11527,27440,3026,15665,5963,23
-1,1,8,4,0,3,0,0,1,6,,3695,2017,2,4.5,146,428,0,0,1,12961,1038,27,394,812,5420,18,12,4,890,1701,71,140,55,12
-1,3,6,1.33333,1,1,0,1,1,11718,,2706,219,71,1.75,257,498,1,2,2,4750,7935,11,292.5,697,,139265,234754,2104,8219,7474,32751,142833,2919,5121
-1,7,2,2.14286,1,2,1,2,1,37,,13694,141,305,0.375,394,960,0,1,7,29355,31897,,140.5,,,6,9855,210510,2780,80844,9911,65,11494,13009
-1,0,9,,9,,16,,1,272452,,,1296,,10,600,0,1,,0,,,53,218.5,756.5,3536,13304,23,75724,144217,54146,326067,25524,86881,122593
-1,6,3,5.66667,0,2,0,2,1,67,,16771,4751,22,0.571429,810,1007,1,1,6,54944,49888,,,,4751,0,138,11035,8241,55,2195,9,2375,1355
-1,9,0,2.11111,,0,,1,,,,17609,,5,0.1,0,299,,3,8,31750,34479,,,,,0,21,1159,4229,348,3864,384,2882,9686
-1,0,9,,2,,2,,2,1792,,,2481,,10,851,0,1,,0,,,,347.6,,5147.25,0,30377,30451,10,7,70473,29908,11608,34
-1,0,9,,3,,3,,1,23,,,2198,,10,421,0,1,,0,,,10,148.5,826.5,8764,70,192,21,1110,149,19,4119,259899,20
-1,1,8,1,0,0,0,0,1,211291,,11,723,196,4.5,1605,110,0,0,1,11,,28,196,572,4543,26,136739,23,25737,4,3,10647,4,187881
-1,0,9,,1,,1,,1,573,,,342,,10,746,0,0,,0,,,21,219.5,643.25,,65876,37,1016,568,3007,5350,4220,1477,2879
-1,0,9,,0,,1,,1,41,,,545,,10,522,0,1,,0,,,44.6667,247.5,864,1684,103,14,87,256,9993,1274,261956,375,1117
-1,0,9,,1,,2,,1,18,,,203,,10,629,0,1,,0,,,30.8333,96,1447,,27347,28,547,1310,24,7930,21,2019,21
-1,4,5,2,2,3,1,1,1,346,,26517,2144,60,1.2,998,1673,2,3,4,29828,25867,50,,,3539.33,124093,143784,27620,60353,1994,55495,270651,30800,7256
-1,5,4,1.6,0,2,1,2,1,130,,8850,1041,1246,0.833333,421,758,3,4,4,16872,14731,52,145,,3821,25744,2900,2955,1239,132,9038,38582,41656,66962
-1,7,2,3.57143,1,2,0,2,2,17,,11254,174,114,0.375,380,640,0,2,6,22139,13963,6,342,,,26710,46140,24511,1561,7095,122,2409,165,4078
-1,9,0,1.66667,,1,,1,,,,50017,,1028,0.1,0,1640,,1,9,59529,47291,,,,,26,44443,22453,6308,157415,14297,1239,357,20170
-1,2,7,1.5,1,1,2,0,1,198580,,9104,602,16,2.66667,1153,2119,1,0,2,12398,12398,4.5,221,996.5,,3434,53,6209,10667,8297,1249,121,2827,7363
-1,9,0,2.11111,,5,,11,,,,4955,,1277,0.1,0,456,,1,9,7762,872,,,,,15,2845,16077,13006,66,10243,9703,52418,41090
-1,3,6,1,1,0,1,0,2,40,,10458,506,22,1.75,428,517,1,1,3,10458,10458,38.5,,747,2133,4,10361,2519,37,207,12,41,29,1276
-1,1,8,1,2,0,1,0,2,198,,23241,2092,1469,4.5,698,748,1,1,1,23241,23241,,238.5,1011,3559.75,22480,387670,50621,4776,987,43,15,1038,17
-1,2,7,2,1,2,1,0,1,328,,2746,569,439,2.66667,817,543,1,1,2,4680,5894,24.3333,116,956.5,1880,5,1256,40056,34,31,167,1306,105,96
-1,0,9,,0,,1,,1,299,,,1432,,10,197,0,1,,0,,,8,309,745,2362.8,3,16188,15,78,24,3,16,33,325
-1,6,3,2.5,1,3,2,6,2,4302,,16840,243,96151,0.571429,491,546,0,3,5,72656,99922,24,352,,,261976,12887,5853,10124,8946,2436,293,1223,28
-1,7,2,0.428571,0,0,0,0,1,45374,,1820,1,87720,0.375,706,629,0,2,3,1820,555,1,,,,6,1299,74987,24495,11540,24411,1483,138,8524
-1,8,1,2.375,5,0,0,1,3,683120,,13865,3595,18359,0.222222,203,714,1,2,8,41176,2043,,,,3595,5585,63509,1279,8703,59150,12980,7068,11299,98214
-1,9,0,1.44444,,1,,1,,,,2887,,38299,0.1,0,819,,1,9,3145,4501,,,,,0,21596,8638,55977,44804,31428,6132,170,1484
-1,0,9,,0,,1,,1,227,,,804,,10,475,0,1,,0,,,19.6667,187,878.5,4858,8,91,145,2041,2270,19,31,1473,241
-1,9,0,2,,3,,7,,,,30560,,19749,0.1,0,949,,1,8,47033,34449,,,,,14,5470,4630,26068,17026,17232,157246,81946,17019
-1,3,6,1.33333,2,3,1,3,1,622013,,10358,2263,72,1.75,321,252,0,0,3,15622,5663,,,942.667,4244.5,1560,104,149585,613626,13064,296250,135772,120993,129577
-1,1,8,15,1,1,2,0,1,535,,34721,6179,5,4.5,969,259,0,9,1,188328,32404,,370,879.667,11604.8,0,13,8984,13,2593,7,1152,2057,1079
-1,3,6,2.33333,1,0,1,0,1,13690,,3316,550,3477,1.75,453,651,1,0,3,6837,2384,28,202,1014.33,,26002,11,137815,2854,41893,16950,55,1645,18
-1,3,6,1,0,1,1,0,1,211,,2999,267,160,1.75,465,628,1,0,3,2999,2982,,193.5,563,,8,10015,1419,6123,4301,86,5551,12,2669
-1,5,4,2.6,1,2,0,2,1,254324,,9561,389,13,0.833333,271,339,0,1,4,13927,7885,11,199,672.5,,337742,1413,2119,1265,36841,150277,20837,249490,250511
-1,4,5,1.25,0,1,0,1,1,124,,73601,1428,37,1.2,469,832,0,2,4,94086,,47,,669,3189.5,38569,4,10299,10997,176028,8381,12,13,9
-1,5,4,1,0,0,0,0,1,283492,,28095,619,6859,0.833333,261,989,0,1,5,28095,4238,45,175,,2211,226326,52308,33050,62,61931,34017,35342,25161,480
-1,8,1,1.875,0,2,0,2,1,385,,5991,224,330,0.222222,88,1026,0,1,8,6336,5576,,224,,,36,60566,91061,1341,9775,385,72308,53872,31812
-1,9,0,1.66667,,1,,1,,,,50181,,152,0.1,0,937,,2,7,101068,80953,,,,,109333,2214,43016,24011,18570,21569,10489,91911,1242
-1,0,9,,5,,5,,3,120,,,3429,,10,248,0,1,,0,,,,206,911.5,6753,19776,3894,32382,6959,13114,2879,30314,44310,6705
-1,8,1,2.375,0,0,0,1,1,1317,,27177,53,115,0.222222,597,2503,0,1,8,42933,23041,53,,,,25,4409,1317,84,7075,1353,10031,179,104
-1,1,8,1,7,1,11,0,3,1366,,1141,4736,2803,4.5,2559,92,1,0,1,1141,,,,1141,5335.17,17054,8541,448,1356,1074,371,7364,896,3471
-1,6,3,2.83333,3,1,2,1,2,24,,12448,1080,942,0.571429,335,1309,1,2,6,43376,21379,,103,1087,2050,288111,1403,1870,9604,40,1423,4361,992,881
-1,9,0,1.55556,,0,,1,,,,6685,,123,0.1,0,724,,1,8,8593,13107,,,,,27,18848,172798,85021,86291,17662,1054,1655,39046
-1,1,8,2,2,0,4,0,1,14,,219,196,33,4.5,640,1021,1,2,1,315,,15.8,291,909,,86282,14291,8612,9825,8610,2886,291,148839,28393
-1,0,9,,1,,1,,1,32507,,,514,,10,680,0,1,,0,,,9.5,199.25,828,2154,193935,260,2907,7198,5927,840,7816,3658,15055
-1,4,5,1.75,1,1,1,1,1,34,,23407,36204,51,1.2,621,437,0,0,4,29619,24464,,195,1118,59903,0,38427,20,41703,11974,9369,3783,169442,256102
-1,2,7,2.5,2,4,3,2,2,67833,,3480,3388,291,2.66667,670,707,0,3,2,8129,8129,11,370.5,,5741,0,45707,1932,55,2845,9,1098,159,3035
-1,4,5,2.25,1,6,0,4,1,193553,,45663,1926,7458,1.2,290,1312,1,1,4,81439,12372,20,155,,4717.5,0,78885,5976,14199,1397,3,9,138,24
-1,3,6,2.66667,1,1,1,1,1,3745,,2007,448,8,1.75,531,1928,1,2,3,5103,1506,15,82,1247,,4455,10309,6847,1304,157,1333,39,212,1131
-1,7,2,3.28571,0,6,0,12,1,62,,60300,1068,115,0.375,843,403,0,1,7,141026,91682,1,,,2135,0,90,56,99,1409,1073,70902,49019,100200
-1,3,6,1.33333,1,1,1,1,1,158331,,6603,342,3091,1.75,757,1664,0,0,3,11821,116,33,116,917,,0,5319,1095,20,18962,14320,49482,16,686
-1,0,9,,1,,1,,1,2383,,,647,,10,300,0,1,,0,,,14.5,81,736.6,2027,5,12,1399,56,6,43,19,361,2467
-1,1,8,3,2,1,1,0,1,13,,6041,2141,12,4.5,500,156,1,0,1,9060,360,10,437,1011.75,6317,1473,809201,10078,23,5816,16,6,1519,6
-1,3,6,1,2,3,2,2,2,336899,,2299,1849,11621,1.75,830,469,0,0,3,2299,6199,,191,1011.5,6859,617447,237527,139376,49239,206270,29226,5004,12298,662
-1,3,6,2,2,2,2,0,2,164888,,3641,1042,34396,1.75,666,1890,2,0,3,4716,,6,281.5,803,3836,11,12985,1955,236001,105,104747,1203,39564,14
-1,7,2,0.857143,1,1,1,1,1,51325,,109262,220,170061,0.375,561,677,1,2,5,122245,45199,28,412,,,19,783,2096,11572,1325,8661,287402,182,1468
-1,0,9,,0,,0,,1,323580,,,3531,,10,287,0,0,,0,,,,161.667,912,7367.75,263824,6,11,3,21534,18845,228898,12861,57738
-1,0,9,,2,,3,,1,46158,,,1875,,10,828,0,0,,0,,,23,,777.2,11064,0,58,15514,203196,61,19735,230,133,10
-1,3,6,1.66667,0,2,1,1,1,96719,,606,1636,4754,1.75,102,1207,1,0,3,1117,95,3,95,,4764.5,0,12,2878,4428,1290,1469,2917,14189,3
-1,0,9,,2,,2,,1,18543,,,8048,,10,773,0,0,,0,,,,216,866,13923.8,2,2,71824,9,15,26,8,1257,83
-1,5,4,1.8,2,0,2,0,1,164,,22252,742,14,0.833333,1262,900,4,2,5,24994,29426,5,419,,2540,0,9537,11639,10182,1615,754,40744,13155,12485
-1,9,0,0.888889,,0,,0,,,,15038,,41,0.1,0,1426,,2,7,16741,13335,,,,,17,4257,21611,1292,21556,69004,5809,1691,11612
-1,1,8,1,1,1,1,0,1,26902,,1441,6977,21,4.5,625,590,1,0,1,1441,1441,54,,515,10323.5,43139,216068,7,684,12,632,23765,21240,30064
